id,source_type,title,authors,issued_year,citation,doi,isbn
SRC-3069F3084A04,museum_record,Eine Zauberschale aus Nippur,"Frau Professor Hilprecht Collection of Babylonian Antiquities, Friedrich Schiller University Jena",,"Museen Thüringen, ‘Eine Zauberschale aus Nippur,’ HS 3014, portal record dc00001099, accessed 4 September 2026.",,
SRC-3075F08B12BB,article,Two New Incantation Bowls from Rome (Italy),Moriggi [and others; see citation],2005,———. “Two New Incantation Bowls from Rome (Italy).” AS 3 (2005): 43–58.,,
SRC-307DAFB2C071,article,"""... and by the name of Jesus ..."" An unpublished magic bowl in Jewish Aramaic",D. Levene,1999,"""... and by the name of Jesus ..."" An unpublished magic bowl in Jewish Aramaic (1999). OpenAlex W1602462662.",,
SRC-30E9800D53CB,article,Moses in the Aramaic Magic Bowls,Siam Bhayro,2025,Moses in the Aramaic Magic Bowls (2025). OpenAlex W7160855334.,10.64166/zyzcyg38,
SRC-30F5C3AD388A,article,An Incantation Bowl for Sowing Discord,Ortal-Paz Saar,2013,"Saar, Ortal-Paz. ‘An Incantation Bowl for Sowing Discord.’ JSS 58, no. 2 (2013): 241–256.",10.1093/jss/fgt002,
SRC-311A012043F3,museum_record,Hebrew Bowl Sherd B6364,,,"Penn Museum Online Collections, B6364, web object 267458",,
SRC-312A054517F1,museum_record,Hebrew Bowl B16010,,,"Penn Museum Online Collections, B16010, web object 303321",,
SRC-313873474964,museum_record,Hebrew Bowl B16046,,,"Penn Museum Online Collections, B16046, web object 191121",,
SRC-319EC4AD733E,museum_record,קערת השבעה מס' 71,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 71, Ms. Heb. 9467.112, MMS 997008712405205171.",,
SRC-3217B5EE5A08,museum_record,קערת השבעה מס' 47,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 47, Ms. Heb. 9467.187, MMS 997008712395105171.",,
SRC-325C80F69B67,museum_record,קערת השבעה מס' 157,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 157, Ms. Heb. 9467.29, MMS 997008712409205171.",,
SRC-339D358761D2,museum_record,"incantation bowl: 1957,0925.1",The British Museum,,"The British Museum, Collections Online, ‘incantation bowl,’ registration 1957,0925.1 (accessed 2026-09-04).",,
SRC-33DAA3253A63,article,On some readings and interpretations in the Aramaic incantation bowls and related texts,Matthew Morgenstern; James Nathan Ford,2017,On some readings and interpretations in the Aramaic incantation bowls and related texts (2017). OpenAlex W2728003166.,10.1017/s0041977x17000465,
SRC-344728DC5548,database,Aramaic incantation bowl (Syriac inscription),Unknown,2021,"Aramaic incantation bowl (Syriac inscription). USC Digital Library asset 2A3BF1S6UZUZU, DOI 10.25549/inscriptifact-ouc15259838.",10.25549/inscriptifact-ouc15259838,
SRC-34B3A2C4D1A7,museum_record,קערת השבעה מס' 63,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 63, Ms. Heb. 9467.44, MMS 997008712406805171.",,
SRC-34C33C92D6CA,article,Aramaean Demons in Rome: Incantation Bowls in the Museo Nazionale d’Arte Orientale,"Moriggi, Marco",2001,"Moriggi, Marco. “ Aramaean Demons in Rome: Incantation Bowls in the Museo Nazionale d’Arte Orientale.” East and West 51 (2001): 205–28.",,
SRC-35398F1BACD9,museum_record,Hebrew Bowl 85-48-910,,,"Penn Museum Online Collections, 85-48-910, web object 199043",,
SRC-356BBDFA84CF,museum_record,Hebrew Bowl B2977,,,"Penn Museum Online Collections, B2977, web object 129133",,
SRC-35775EE8D342,chapter,Form and Purpose in Aramaic Spells: Some Jewish Themes,Shaked [and others; see citation],2005,"———. “Form and Purpose in Aramaic Spells: Some Jewish Themes.” In Officina Magica: Essays on the Practice of Magic in Antiquity , ed. Shaul Shaked, 1–30. IJS Studies in Judaica 4. Leiden: Brill, 2005.",,
SRC-35DAA78AB17F,article,Marco Moriggi. A Corpus of Syriac Incantation Bowls. Syriac Magical Texts from Late-Antique Mesopotamia,Christelle Jullien,2018,Marco Moriggi. A Corpus of Syriac Incantation Bowls. Syriac Magical Texts from Late-Antique Mesopotamia (2018). Crossref DOI 10.4000/abstractairanica.44574.,10.4000/abstractairanica.44574,
SRC-36AF248B137B,museum_record,Hebrew Bowl 85-48-907,,,"Penn Museum Online Collections, 85-48-907, web object 73758",,
SRC-36BB3396A927,auction_record,Mandaean magic cup of Amkur and his son — lot 47,Gazette Drouot,2026,"Gazette Drouot, ‘Mandaean Magic Cup of Amkur and His Son,’ lot 47, record 23199669, observed 4 September 2026; citing Maria Gorea, Semitica 51 (2003), 73–78 and illustration p. 90.",,
SRC-36D8E46878B8,museum_record,קערת השבעה מס' 134,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 134, Ms. Heb. 9467.139, MMS 997008712545705171.",,
SRC-371B3538F2FC,other,"Loitsumalja, incantation bowl VK5738:3",Museovirasto,2021,"Loitsumalja, incantation bowl VK5738:3 (2021). Repository location indexed by OpenAlex W4393743607.",10.5281/zenodo.10269215,
SRC-375868B5C1C1,museum_record,קערת השבעה מס' 68,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 68, Ms. Heb. 9467.12, MMS 997008712405905171.",,
SRC-37DEFCD57187,museum_record,Hebrew Bowl B2962,,,"Penn Museum Online Collections, B2962, web object 241014",,
SRC-3848F0A07B43,museum_record,incantation bowl: 127396,The British Museum,,"The British Museum, Collections Online, incantation bowl 127396, Segal 021A; accessed 2026-09-04.",,
SRC-389564CE7381,museum_record,Hebrew Bowl B8695,,,"Penn Museum Online Collections, B8695, web object 225726",,
SRC-38D8AED97A7A,museum_record,קערת השבעה מס' 214,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 214, Ms. Heb. 9467.32, MMS 997008712409405171.",,
SRC-38F30D0275FD,museum_record,Hebrew Bowl 85-48-911,,,"Penn Museum Online Collections, 85-48-911, web object 320710",,
SRC-390194A0629F,museum_record,קערת השבעה מס' 192,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 192, Ms. Heb. 9467.170, MMS 997008712399505171.",,
SRC-3A8095B6D794,database,Index of Aramaic Incantation Bowls,Apotropaic Arts,,"Apotropaic Arts, ‘Index of Aramaic Incantation Bowls’ (online index).",,
SRC-3AC5DC6A8452,museum_record,Hebrew Bowl B2944,,,"Penn Museum Online Collections, B2944, web object 134690",,
SRC-3AC6C3776969,museum_record,קערת השבעה מס' 108,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 108, Ms. Heb. 9467.33, MMS 997008712548305171.",,
SRC-3AFA40D331F9,museum_record,Hebrew Bowl B8828,,,"Penn Museum Online Collections, B8828, web object 265281",,
SRC-3B11D8C4C4A5,museum_record,Eine Zauberschale aus Nippur,"Frau Professor Hilprecht Collection of Babylonian Antiquities, Friedrich Schiller University Jena",,"Museen Thüringen, ‘Einer Zauberschale aus Nippur,’ HS 3057, portal record dc00001095, accessed 4 September 2026.",,
SRC-3B1501581C61,museum_record,Zauberschale mit Inschrift,"Staatliche Museen zu Berlin, Vorderasiatisches Museum",,"Staatliche Museen zu Berlin, Vorderasiatisches Museum. ‘Zauberschale mit Inschrift,’ VA Bab 04366 a, ObjID 1743776, updated 29 July 2026.",,
SRC-3B45D352EBFC,museum_record,Schale,Hetjens-Museum – Deutsches Keramikmuseum,,"Hetjens-Museum – Deutsches Keramikmuseum. ‘Schale,’ HM.2003-36, supplied through the Digitales Kunst- und Kulturarchiv Düsseldorf to the Deutsche Digitale Bibliothek, updated 2 December 2025.",,
SRC-3C09380321B1,museum_record,Hebrew Bowl B2986,,,"Penn Museum Online Collections, B2986, web object 323749",,
SRC-3C09B2076BD1,museum_record,קערת השבעה מס' 180,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 180, Ms. Heb. 9467.121, MMS 997008712402005171.",,
SRC-3C4294DDB367,book,A Corpus of Syriac Incantation Bowls,Marco Moriggi,2014,A Corpus of Syriac Incantation Bowls (2014). Crossref DOI 10.1163/9789004272798.,10.1163/9789004272798,
SRC-3C8BC6D81A1F,museum_record,Hebrew Bowl 85-48-899,,,"Penn Museum Online Collections, 85-48-899, web object 199041",,
SRC-3D4B57D27A24,museum_record,159 objects related to Segal 2000a,The British Museum,,"The British Museum, Collections Online, 159 objects related to ‘Catalogue of the Aramaic and Mandaic Incantation Bowls in the British Museum; Segal 2000a’ (browser-visible relation, retrieved 2026-09-04T03:26:29.847Z).",,
SRC-3D4D1109BDBA,museum_record,Hebrew Bowl B16078,,,"Penn Museum Online Collections, B16078, web object 21452",,
SRC-3D9E46333303,museum_record,Hebrew Bowl B6366,,,"Penn Museum Online Collections, B6366, web object 325247",,
SRC-3E598E0F44C2,museum_record,קערת השבעה מס' 197,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 197, Ms. Heb. 9467.190, MMS 997008712397605171.",,
SRC-3EBD27903913,article,Epigraphic Notes: Four Aramaic Magic Bowls in the Hermitage Museum,Borisov [and others; see citation],1969,———. “Epigraphic Notes: Four Aramaic Magic Bowls in the Hermitage Museum” [Russian]. Epigraphics of the East 19 (1969): 3–13.,,
SRC-3F3EFB7B0F0F,museum_record,קערת השבעה מס' 33,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 33, Ms. Heb. 9467.130, MMS 997008712396805171.",,
SRC-3FF9EFFCA935,museum_record,קערת השבעה מס' 200,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 200, Ms. Heb. 9467.202, MMS 997008712396305171.",,
SRC-4071AE0F749A,article,‘My Foes Loved Me’: A New Incantation Bowl for Popularity and Success,James Nathan Ford,2023,"Ford, James Nathan. “‘My Foes Loved Me’: A New Incantation Bowl for Popularity and Success.” Mehqarim be-Lashon 20 (2023): 215–230 (Hebrew).",,
SRC-4073787EE0F2,museum_record,Hebrew Bowl B16026,,,"Penn Museum Online Collections, B16026, web object 121107",,
SRC-4076DEE75C61,museum_record,קערת השבעה מס' 160,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 160, Ms. Heb. 9467.43, MMS 997008712408605171.",,
SRC-40B8EF642ED4,museum_record,Hebrew Bowl 53-11-183,,,"Penn Museum Online Collections, 53-11-183, web object 30401",,
SRC-40DB8695EC30,article,La collection Lycklama au Musée de Cannes,"Billiet, Joseph",1931,"Billiet, Joseph. “La collection Lycklama au Musée de Cannes.” Gazette des Beaux-Arts 828 (1931): 321–40.",,
SRC-4111AE185F98,museum_record,Eine Zauberschale aus Nippur,"Frau Professor Hilprecht Collection of Babylonian Antiquities, Friedrich Schiller University Jena",,"Museen Thüringen, ‘Eine Zauberschale aus Nippur,’ HS 3031, portal record dc00001084, accessed 4 September 2026.",,
SRC-411F8CB07388,museum_record,קערת השבעה מס' 46,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 46, Ms. Heb. 9467.183, MMS 997008712395205171.",,
SRC-4130DB9BC015,museum_record,Hebrew Bowl B6341,,,"Penn Museum Online Collections, B6341, web object 95655",,
SRC-41B17DE2900D,museum_record,קערת השבעה מס' 187,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 187, Ms. Heb. 9467.150, MMS 997008712400705171.",,
SRC-41FD5E48B288,museum_record,Hebrew Bowl B6340,,,"Penn Museum Online Collections, B6340, web object 109437",,
SRC-4232EC728695,museum_record,Hebrew Bowl B6352,,,"Penn Museum Online Collections, B6352, web object 105299",,
SRC-433FE9C26B38,museum_record,Hebrew Bowl B16030,,,"Penn Museum Online Collections, B16030, web object 256456",,
SRC-43521AC02D0C,museum_record,Hebrew Bowl B16087,,,"Penn Museum Online Collections, B16087, web object 257049",,
SRC-43C1E102538E,article,Aramaic and Mandaic Magical Bowls,Gordon [and others; see citation],1937,———. “ Aramaic and Mandaic Magical Bowls.” ArOr 9 (1937): 84–106.,,
SRC-4489E2811D65,museum_record,Hebrew Bowl B16094,,,"Penn Museum Online Collections, B16094, web object 311845",,
SRC-4546F3685418,museum_record,Hebrew Bowl B2954,,,"Penn Museum Online Collections, B2954, web object 223847",,
SRC-455442AA727F,web_page,What Will Save the Household?,"Marco Moriggi; Centre for the Study of Manuscript Cultures, University of Hamburg",2023,"Moriggi, Marco. “What Will Save the Household?” Artefact of the Month 26, Centre for the Study of Manuscript Cultures, updated 16 June 2023.",,
SRC-45F48A1FE6C9,museum_record,קערת השבעה מס' 169,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 169, Ms. Heb. 9467.78, MMS 997008712406905171.",,
SRC-466B79ABC36C,museum_record,Hebrew Bowl 85-48-913,,,"Penn Museum Online Collections, 85-48-913, web object 98355",,
SRC-469EB92E7F79,museum_record,Hebrew Bowl B2958,,,"Penn Museum Online Collections, B2958, web object 85195",,
SRC-46B8FF1A7ABD,museum_record,Hebrew Bowl 85-48-900,,,"Penn Museum Online Collections, 85-48-900, web object 134019",,
SRC-472DA9D32769,museum_record,קערת השבעה מס' 14,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 14, Ms. Heb. 9467.53, MMS 997008712402505171.",,
SRC-47341996F035,museum_record,קערת השבעה מס' 116,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 116, Ms. Heb. 9467.67, MMS 997008712547505171.",,
SRC-479F50E73B60,chapter,“Your mysteries are concealed.” A prophylactic Jewish Aramaic magic bowl with some notes on literary influences,Dan Levene,2010,“Your mysteries are concealed.” A prophylactic Jewish Aramaic magic bowl with some notes on literary influences (2010). OpenAlex W2589140792.,,
SRC-47A2A679B754,museum_record,Ein Fragment einer Zauberschale aus Nippur,"Frau Professor Hilprecht Collection of Babylonian Antiquities, Friedrich Schiller University Jena",,"Museen Thüringen, ‘Ein Fragment einer Zauberschale aus Nippur,’ HS 3067, portal record dc00001096, accessed 4 September 2026.",,
SRC-47CDBADB1876,museum_record,קערת השבעה מס' 25,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 25, Ms. Heb. 9467.98, MMS 997008712398205171.",,
SRC-48B63941459A,museum_record,קערת השבעה מס' 211,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 211, Ms. Heb. 9467.14, MMS 997008712409905171.",,
SRC-4955445F0A7A,web_page,Aramaic Magic Bowl: The Protection of the Family,Center for Online Judaic Studies,,"Center for Online Judaic Studies. ‘Aramaic Magic Bowl: The Protection of the Family,’ citing C. D. Isbell, Corpus of the Aramaic Incantation Bowls (1975), bowl 23, pp. 71–72; accessed 4 September 2026.",,
SRC-4A1FC349B813,museum_record,"Incantation Bowl, inscribed in Syriac",Smithsonian National Museum of Natural History,,"Smithsonian Institution, National Museum of Natural History. ‘Incantation Bowl, inscribed in Syriac,’ record nmnhanthropology_8046135, accessed 4 September 2026.",,
SRC-4A369F5B1473,museum_record,Hebrew Bowl B2980,,,"Penn Museum Online Collections, B2980, web object 166401",,
SRC-4B0CEB2BE96C,catalogue,Bonhams Antiquities catalogue — lot 58,Bonhams,,"Bonhams, Antiquities, 101 New Bond Street, London, catalogue bonham10350, lot 58.",,
SRC-4BA31465A407,database,Aramaic incantation bowl,Unknown,2021,"Aramaic incantation bowl. USC Digital Library asset 2A3BF1S6UGDHR, DOI 10.25549/inscriptifact-ouc15260312.",10.25549/inscriptifact-ouc15260312,
SRC-4BFFE489072D,museum_record,קערת השבעה מס' 143,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 143, Ms. Heb. 9467.173, MMS 997008712544805171.",,
SRC-4C09C688E277,museum_record,Hebrew Bowl 85-48-905,,,"Penn Museum Online Collections, 85-48-905, web object 265680",,
SRC-4C2E6EE4DB03,museum_record,Hebrew Bowl B2953,,,"Penn Museum Online Collections, B2953, web object 202637",,
SRC-4C44E5816E4F,article,A New Incantation Bowl with Arabic Inscription,Ali H. Faraj,2016,"Faraj, Ali H. ‘A New Incantation Bowl with Arabic Inscription.’ Quaderni di Studi Arabi 11 (2016): 207–220.",,
SRC-4C5967BC42BA,museum_record,Hebrew Bowl B16098,,,"Penn Museum Online Collections, B16098, web object 187752",,
SRC-4C8646D12939,museum_record,Eine Zauberschale aus der Hilprecht-Sammlung,Soobin Jeong and Marie Young,2024,"Jeong, Soobin, and Marie Young. ‘Eine Zauberschale aus der Hilprecht-Sammlung.’ Objekt des Monats, Friedrich Schiller University Jena, 1 April 2024.",,
SRC-4CF084A3C54D,museum_record,incantation bowl: 91742,The British Museum,,"The British Museum, Collections Online, incantation bowl 91742, Segal 019A; accessed 2026-09-04.",,
SRC-4D70F2E22F3B,museum_record,Hebrew Bowl B6334,,,"Penn Museum Online Collections, B6334, web object 332043",,
SRC-4DAE5E57BB1D,museum_record,Hebrew Bowl B16093,,,"Penn Museum Online Collections, B16093, web object 325645",,
SRC-4E17491A7466,museum_record,Hebrew Bowl B6356,,,"Penn Museum Online Collections, B6356, web object 199797",,
SRC-4E8D6AC9E9E4,museum_record,Hebrew Bowl B2973,,,"Penn Museum Online Collections, B2973, web object 338867",,
SRC-4E99FA9CB36E,museum_record,קערת השבעה מס' 195,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 195, Ms. Heb. 9467.182, MMS 997008712398005171.",,
SRC-4EA42B8F7C75,museum_record,Hebrew Bowl B2945,,,"Penn Museum Online Collections, B2945, web object 82460",,
SRC-4ED4DBBBC5E6,chapter,Jewish-Aramaic Incantation Bowls,"Misgav, Haggai",2018,"Misgav, Haggai. “Jewish-Aramaic Incantation Bowls.” In Finds Gone Astray: ADCA Confiscated Items, ed. Dalit Regev and Hananya Hizmi, 53–72. Jerusalem: Antiquities Department of the Civil Administration, 2018.",,
SRC-4FB63B3475F5,museum_record,קערת השבעה מס' 56,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 56, Ms. Heb. 9467.35, MMS 997008712408305171.",,
SRC-4FD8CCDCD0E5,museum_record,Eine Zauberschale aus Nippur,"Frau Professor Hilprecht Collection of Babylonian Antiquities, Friedrich Schiller University Jena",,"Museen Thüringen, ‘Eine Zauberschale aus Nippur,’ HS 3045, portal record dc00001090, accessed 4 September 2026.",,
SRC-4FF79FEECFC3,museum_record,קערת השבעה מס' 67,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 67, Ms. Heb. 9467.80, MMS 997008712406105171.",,
SRC-5025FE1C5FCE,museum_record,Hebrew Bowl B16036,,,"Penn Museum Online Collections, B16036, web object 15439",,
SRC-503EEAA1BBBC,museum_record,Hebrew Bowl B2950,,,"Penn Museum Online Collections, B2950, web object 67591",,
SRC-50846D47BE35,museum_record,Hebrew Bowl B2943,,,"Penn Museum Online Collections, B2943, web object 152707",,
SRC-50DE06E70C3A,other,"Hannu Juusola. — Linguistic Peculiarities in the Aramaic Magic Bowl Texts, 1999 («Studia Orientalia»), 86","Schattner-Rieser, Ursula",2004,"Hannu Juusola. — Linguistic Peculiarities in the Aramaic Magic Bowl Texts, 1999 («Studia Orientalia»), 86 (2004). Repository location indexed by OpenAlex W7115261533.",,
SRC-50FCA2CFA614,museum_record,קערת השבעה מס' 26,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 26, Ms. Heb. 9467.102, MMS 997008712397905171.",,
SRC-5119876CE9C6,catalogue,"Auction 32: Objects, Judaica, Israeliana, Archeology and Medals",Kedem Auction House,2013,"Kedem Auction House. Auction 32: Objects, Judaica, Israeliana, Archeology and Medals. Jerusalem, 2 July 2013.",,
SRC-513E8FD6E55D,chapter,Syriac and Mandaic Incantation Bowls,James Nathan Ford; Ohad Abudraham,2018,"Ford, James Nathan, and Ohad Abudraham. ""Syriac and Mandaic Incantation Bowls."" In Finds Gone Astray: ADCA Confiscated Items, vol. 1, ed. Dalit Regev and Hananya Hizmi, 75-111. ADCA Reports 1. Jerusalem: Antiquities Department of the Civil Administration, 2018.",,978-965-406-683-9
SRC-5140A73E9D7C,museum_record,קערת השבעה מס' 58,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 58, Ms. Heb. 9467.52, MMS 997008712407905171.",,
SRC-5199B3C11E5A,auction_record,Aramaic Terracotta Magical Incantation Bowl — lot 213,TimeLine Auctions,2026,"TimeLine Auctions, Antiquities Sale day 1, 8 September 2026, lot 213, record 267666.",,
SRC-523BD0A56A3F,museum_record,Eine Zauberschale aus Nippur,"Frau Professor Hilprecht Collection of Babylonian Antiquities, Friedrich Schiller University Jena",,"Museen Thüringen, ‘Eine Zauberschale aus Nippur,’ HS 3044, portal record dc00001089, accessed 4 September 2026.",,
SRC-52CB6612D276,other,"Shaul Shaked, James Nathan Ford, Siam Bhayro. Aramaic Bowl Spells. Jewish Babylonian Aramaic Bowls. Volume One. With contributions from Matthew Morgenstern, Naama Vilozny, 2013. («Magical and Religious Literature of Late Antiquity», 1 ; «Manuscripts in the Schoyen Collection», 20)","Naiweld, Ron",2014,"Shaul Shaked, James Nathan Ford, Siam Bhayro. Aramaic Bowl Spells. Jewish Babylonian Aramaic Bowls. Volume One. With contributions from Matthew Morgenstern, Naama Vilozny, 2013. («Magical and Religious Literature of Late Antiquity», 1 ; «Manuscripts in the Schoyen Collection», 20) (2014). Repository location indexed by OpenAlex W7115348737.",,
SRC-52F7CA24E710,museum_record,קערת השבעה מס' 62,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 62, Ms. Heb. 9467.40, MMS 997008712407005171.",,
SRC-53170A03D384,museum_record,Hebrew Bowl B16082,,,"Penn Museum Online Collections, B16082, web object 236387",,
SRC-53202A840D51,article,Über einige aramäische Inschriften auf Thongefässen des Königlichen Museums zu Berlin,Wohlstein [and others; see citation],1894,———. “Über einige aramäische Inschriften auf Thongefässen des Königlichen Museums zu Berlin.” Zeitschrift für Assyriologie und Vorderasiatische Archäologie 9 (1894): 11–41.,,
SRC-533244D3E589,museum_record,Hebrew Bowl B16003,,,"Penn Museum Online Collections, B16003, web object 310933",,
SRC-53453CB4041A,museum_record,Hebrew Bowl Sherd B6339,,,"Penn Museum Online Collections, B6339, web object 109436",,
SRC-5355C069886E,museum_record,קערת השבעה מס' 119,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 119, Ms. Heb. 9467.79, MMS 997008712547205171.",,
SRC-538B9693942C,museum_record,Hebrew Bowl B13192,,,"Penn Museum Online Collections, B13192, web object 271794",,
SRC-539BB677443B,book,Jewish and Mandaean Incantation Bowls in the Royal Ontario Museum,W. S. McCullough,1967,"McCullough, W. S. Jewish and Mandaean Incantation Bowls in the Royal Ontario Museum. Toronto: University of Toronto Press, 1967, DA 5.",,
SRC-53AFEA741E4F,museum_record,incantation bowl: 117827,The British Museum,,"The British Museum, Collections Online, incantation bowl 117827, Segal 018A; accessed 2026-09-04.",,
SRC-53B93C8C8A0E,thesis,Edition and Analysis of Twenty-Five Unpublished Aramaic Magic Bowl Texts in the Collection of the Vorderasiatisches Museum (Berlin),Anne Burberry,2020,Edition and Analysis of Twenty-Five Unpublished Aramaic Magic Bowl Texts in the Collection of the Vorderasiatisches Museum (Berlin) (2020). Repository location indexed by OpenAlex W3101650490.,,
SRC-5404D2F24BCB,museum_record,קערת השבעה מס' 103,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 103, Ms. Heb. 9467.9, MMS 997008712548805171.",,
SRC-544C605C0F49,museum_record,Hebrew Bowl B825,,,"Penn Museum Online Collections, B825, web object 296104",,
SRC-545AC7CDAC66,article,"WikiLeaks, Texts, and Archaeology: The Case of the Schøyen Incantation Bowls",Neil Brodie; Morag M. Kersel,2014,"WikiLeaks, Texts, and Archaeology: The Case of the Schøyen Incantation Bowls (2014). OpenAlex W1475945501.",,
SRC-54C6C8891988,article,Gender and the Mesopotamian Incantation Bowls,Ortal-Paz Saar,2024,Gender and the Mesopotamian Incantation Bowls (2024). Repository location indexed by OpenAlex W4405653457.,10.1163/17455227-bja10055,
SRC-54D3E0493BC1,museum_record,קערת השבעה מס' 126,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 126, Ms. Heb. 9467.107, MMS 997008712546505171.",,
SRC-54EF439A3C46,museum_record,קערת השבעה מס' 66,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 66, Ms. Heb. 9467.76, MMS 997008712406305171.",,
SRC-554602FDAE59,article,An Aramaic Incantation (in the Beẓalel National Antiquities Museum),"Narquis, M",1934,"Narquis, M. “ An Aramaic Incantation (in the Beẓalel National Antiquities Museum)” [Hebrew]. Tarbiz ̣ 6 (1934): 106–7.",,
SRC-55715D7F988A,museum_record,Hebrew Bowl B16099,,,"Penn Museum Online Collections, B16099, web object 165546",,
SRC-5578BA6F9AA4,article,A Few Notes on an Aramaic Inscription on a Vase Located in Moscow,"Harkavy, Abraham Elijah",1889,"Harkavy, Abraham Elijah. “ A Few Notes on an Aramaic Inscription on a Vase Located in Moscow” [Russian]. Zapiski vostočnago otdelenija imperatorskago russkago arxeologičeskago obščestava 4 (1889): 83–95.",,
SRC-55A6FF6CE594,museum_record,Hebrew Bowl B2960,,,"Penn Museum Online Collections, B2960, web object 193277",,
SRC-56DED92C8763,museum_record,קערת השבעה מס' 185,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 185, Ms. Heb. 9467.141, MMS 997008712401005171.",,
SRC-5701CCD26A7E,museum_record,Hebrew Bowl B16041,,,"Penn Museum Online Collections, B16041, web object 326671",,
SRC-5738F04D3B6E,museum_record,Hebrew Bowl B2979,,,"Penn Museum Online Collections, B2979, web object 166400",,
SRC-57594963376F,museum_record,קערת השבעה מס' 32,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 32, Ms. Heb. 9467.126, MMS 997008712396905171.",,
SRC-5759F37E8D3E,museum_record,קערת השבעה מס' 107,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 107, Ms. Heb. 9467.28, MMS 997008712548405171.",,
SRC-57BB9AF5385E,article,An Aramaic Incantation Text,Al-Jubouri [and others; see citation],2013,———. “ An Aramaic Incantation Text.” JSS 58 (2013): 59–63.,,
SRC-57C4B6038FD2,museum_record,Hebrew Bowl B16058,,,"Penn Museum Online Collections, B16058, web object 34976",,
SRC-57D7DC37C6A4,museum_record,Hebrew Bowl B16069,,,"Penn Museum Online Collections, B16069, web object 54420",,
SRC-588C4286D26F,museum_record,קערת השבעה מס' 99,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 99, Ms. Heb. 9467.84, MMS 997008712398805171.",,
SRC-589994C2222B,article,An Aramaic Incantation Bowl in the Allard Pierson Museum,Klaas A. D. Smelik,1978,"Smelik, Klaas. ‘An Aramaic Incantation Bowl in the Allard Pierson Museum.’ Bibliotheca Orientalis 35 (1978): 174–177.",,
SRC-58B42AA8EB67,museum_record,Hebrew Bowl 85-48-915,,,"Penn Museum Online Collections, 85-48-915, web object 28413",,
SRC-58DF8DE7160F,museum_record,Hebrew Bowl B3998,,,"Penn Museum Online Collections, B3998, web object 327754",,
SRC-5915E51A5AA2,article,Une coupe d’incantation chaldéenne de la collection du Professeur Pozzi,Schwab [and others; see citation],1915,———. “Une coupe d’incantation chaldéenne de la collection du Professeur Pozzi.” Comptes rendus des séances de l’Académie des Inscriptions et Belles-Lettres 59 (1915): 383–89.,,
SRC-59F609B5B2DF,article,The (continued) online trade of Aramaic magic bowls from Iraq,Nils H. Korsvoll,2020,"Korsvoll, Nils H. ‘The (Continued) Online Trade of Aramaic Magic Bowls from Iraq.’ Journal of Art Crime 23 (2020): 17–31.",,
SRC-5A523D7507AE,museum_record,קערת השבעה מס' 37,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 37, Ms. Heb. 9467.147, MMS 997008712396405171.",,
SRC-5A90961FADFF,museum_record,קערת השבעה מס' 110,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 110, Ms. Heb. 9467.42, MMS 997008712548105171.",,
SRC-5AC7A3C663BC,museum_record,Hebrew Bowl B16095,,,"Penn Museum Online Collections, B16095, web object 149566",,
SRC-5AD57ED69301,museum_record,קערת השבעה מס' 158,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 158, Ms. Heb. 9467.34, MMS 997008712409005171.",,
